Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",285,2.0000000,750.2857000,2.0000000,2193,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",286,38.0000000,88.5960000,38.0000000,2193,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",287,2.0000000,381.5054000,2.0000000,2193,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",288,2.0000000,358.0224000,2.0000000,2193,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",289,2.0000000,166.7864000,2.0000000,2193,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",303,1.0000000,27.2847000,1.0000000,2193,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Oil Mobil DTE Heavy / Масло,277,200.0000000,4.1773000,200.0000000,2174,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Глицерин, технический, Температура пл. 17°С, плотность 1,26",298,1.0000000,1.9571000,0.0000000,2226,Each,210109050000,Instrument Spares,Instrument Spares,,
"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",291,1.0000000,1303.9950000,1.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",292,38.0000000,88.5960000,38.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",293,2.0000000,381.5054000,2.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",294,2.0000000,750.2857000,2.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",295,2.0000000,166.7864000,2.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",296,4.0000000,358.0224000,4.0000000,2202,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,299,1.0000000,6.7076000,0.0000000,2004,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,300,1.0000000,6.7076000,1.0000000,2183,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,306,1.0000000,6.7076000,0.0000000,2145,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
FEB236BUSAEXDE IIcT4 2x36watts HE-1560-0302,372,2.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
Lamp L 36W/840 OSRAM,373,4.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
Junction Box 4 opening,374,1.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
DNEX 20 Cable Gland,375,4.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
A2FRC252 Cable Gland,376,4.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
Cable Gland shout 20,377,6.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
Nakonechnik,378,40.0000000,0.0000000,0.0000000,2261,Each,210109030000,Electrical Spares,Electrical Spares,,
Heat shrinkable Red,379,1.0000000,0.0000000,0.0000000,2261,Meter,210109030000,Electrical Spares,Electrical Spares,,
Heat shrinkable black,380,1.0000000,0.0000000,0.0000000,2261,Meter,210109030000,Electrical Spares,Electrical Spares,,
XLPE/PVC/SWA/PVC 2C+E,381,50.0000000,0.0000000,0.0000000,2261,Meter,210109030000,Electrical Spares,Electrical Spares,,
"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",324,1.0000000,1303.9950000,1.0000000,2277,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Himoya niqobi (респиратор) ,307,9.0000000,0.1197000,9.0000000,440,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Комбинезон медицинский защитный (FreeMans),308,3.0000000,1.1002000,3.0000000,440,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Chain Block TOYO 5 ton X 3 meters/ Подъемный цепной блок, ручной, стальной 5 тонн Х 3 метра",309,2.0000000,313.5690000,2.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
"Chain Block TOYO 5 ton X 6 meters/ Подъемный цепной блок, ручной, стальной 5 тонн Х 6 метра",310,2.0000000,313.5690000,2.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
Ручная таль (подъемный цепной блок) 1 тонн,311,4.0000000,98.9867000,4.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
"Ручная таль (подъемный цепной блок) 1,5 тонн",312,4.0000000,131.9822000,4.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
Ручная таль (подъемный цепной блок) 2 тонн,313,4.0000000,171.5769000,4.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
"Lever Block TOYO 10 ton X 3 meters/ Таль рычажная цепная, стальная 10 тонн Х 3 метра",314,1.0000000,597.6533000,1.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
"Lever Block TOYO 10 ton X 6 meters/ Таль рычажная цепная, стальная 10 тонн Х 6 метра",315,1.0000000,597.6533000,1.0000000,2278,Each,210109090000,Mechanical (Static) Services,Mechanical Static spares,,
"Tube union stainless steel 1/2""х1/2"" ASTM A-276 TP316 T/T W/FL NUT AND DOUBLE FERRULES / Трубное соединение, наржавеющая сталь",2993,2.0000000,15.3700000,0.0000000,2281,Each,210108060000,Maintenance Additional Services,Piping (Steam tracing),,
"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",321,1.0000000,27.2847000,0.0000000,2273,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Barrier Fluid of Mechanical Seal / барьерная жидкость для механических уплотнений / Duraclear Synthetic Lubricant DS-4614-32-F, p/n: MLA32486003 208L",323,208.0000000,21.7500000,208.0000000,2330,Litre,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",325,1.0000000,1303.9950000,1.0000000,2259,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Gasket / Прокладка MRG 316 S.S; / (t4 xO.D1800 x ID1740), 130-XF-045A/B",326,1.0000000,424.6200000,1.0000000,2329,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Grease Mobilux EP 2 / Смазка,355,0.1320000,11.9330000,0.0000000,2420,Kg,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Куртка мужская зимняя,345,1.0000000,290434.7826000,0.0000000,2448,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Наждачная бумага от 20 мм до 40 мм. ,348,0.3000000,5.5807000,0.0000000,1869,Meter sq.,210109060000,Analyser Spares,VALVES - REGULAR,,
Наждачная бумага от 40 мм до 60мм.,349,0.3000000,6.3780000,0.0000000,1869,Meter sq.,210109060000,Analyser Spares,VALVES - REGULAR,,
Наждачная бумага от 0 мм до 20мм,350,0.3000000,4.7835000,0.0000000,1869,Meter sq.,210109060000,Analyser Spares,VALVES - REGULAR,,
Смазка пластичная универсальная WD-40 400 ml,351,0.5000000,6.7076000,0.0000000,1869,Each,210109060000,Analyser Spares,VALVES - REGULAR,,
grinding paste,352,2.0000000,2.0000000,0.0000000,1869,Each,210109060000,Analyser Spares,VALVES - REGULAR,,
grinding paste,353,2.0000000,2.0000000,0.0000000,1869,Each,210109060000,Analyser Spares,VALVES - REGULAR,,
Аргон баллон 50л,361,0.3000000,246.4484000,0.0000000,2510,Each,210109090000,Mechanical (Static) Services,Mechanical Services,,
ER70S-3,362,1.0000000,51.0000000,0.0000000,2510,Kg,210109090000,Mechanical (Static) Services,Mechanical Services,,
"Абразивные отрезные круги 180 x1.6 22,23 А 30 S BF 80.2",363,2.0000000,0.7016000,0.0000000,2510,Each,210109090000,Mechanical (Static) Services,Mechanical Services,,
Шлифовальний круги 125x6.0 22.23 А 24 R BF 80.2,364,1.0000000,0.9168000,0.0000000,2510,Each,210109090000,Mechanical (Static) Services,Mechanical Services,,
"Male connector, stainless steel 1/2"" ASTM A-276 TP316 NPTF/T W/FL NUT AND DOUBLE FERRULES / Соединение, нержавеющая сталь",2999,1.0000000,10.7896000,0.0000000,2515,Each,210103000001,Electricity - Plant (variable Cost),Piping (Steam tracing),,
Аргон баллон 50л,368,0.1000000,246.4484000,0.0000000,771,Each,210109010000,Maintenance Welding,Maintenance Welding,,
ER70S-3,369,0.5000000,51.0000000,0.0000000,771,Kg,210109010000,Maintenance Welding,Maintenance Welding,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",370,2.0000000,0.5581000,0.0000000,771,Each,210109010000,Maintenance Welding,Maintenance Welding,,
Mobil DTE Oil Heavy ISO VG 100,383,20.0000000,0.0000000,0.0000000,2347,Litr,210109020000,Maintenance Rotating Services,Maintenance Rotating Services,,
Куртка мужская зимняя,385,1.0000000,25.0000000,1.0000000,2612,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Oil lubricant Unirex N3,386,0.0600000,0.0000000,0.0000000,2616,Kg,210109080000,Electrical Services,Electrical Services,,
Oil Mobil SHC 626,826,0.5000000,15.2998000,0.0000000,2623,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Oil Mobil SHC 626,825,0.5000000,15.2998000,0.0000000,2624,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Oil Mobil SHC 626,2114,0.5000000,15.2998000,0.0000000,2625,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Куртка мужская зимняя,388,1.0000000,25.0000000,1.0000000,2626,Each,210109130000,General Maintenance Material,Personal Protective Equipment,,
Смола эпоксидная Belzona 1111,735,4.0000000,0.0000000,4.0000000,840,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смола эпоксидная Belzona 1111,396,4.0000000,0.0000000,4.0000000,840,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смола эпоксидная Belzona 1111,2141,5.0000000,0.0000000,2.0000000,840,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Himoya niqobi (респиратор) ,1090,5.0000000,0.1197000,5.0000000,840,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,2125,5.0000000,6.7076000,5.0000000,2668,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",412,1.0000000,15.9449000,1.0000000,2692,Pair,210109130000,General Maintenance Material,Personal Protective Equipment,,
"ФУМ-лента 19мм*15м*0,20мм",413,1.0000000,1.2843000,0.0000000,2317,Each,210109050000,Instrument Spares,Instrument Spares,,
"RESISTANCE TEMPERATURE SENSORS (SHEATH TYPE), Tag No. 130-TE-1073A/B/C, 130-TE-2073A/B/C, Element type-PT100, Nipple size-1/2"" NPT, Nipple material 304SS / ДАТЧИКИ ТЕМПЕРАТУРЫ СОПРОТИВЛЕНИЯ (КОРПУСНОГО ТИПА) (электронные)",414,1.0000000,655.0000000,1.0000000,2699,Each,210109050000,Instrument Spares,Instrument Spares,,
"ФУМ-лента 19мм*15м*0,20мм",415,2.0000000,1.2843000,1.0000000,2699,Each,210109050000,Instrument Spares,Instrument Spares,,
Изолента ПВХ 19мм 20м черная ЭРА,416,2.0000000,18.7565000,2.0000000,2699,Each,210109050000,Instrument Spares,Instrument Spares,,
Штангенциркуль 150/0.05 HOLEX (410200 150),509,2.0000000,43.6295000,2.0000000,2717,Each,100000000001,MAINTCOST - Maintenance Cost,Mechanical Rotating Spares,,
Eachангенциркуль 150/0.01 эл. IP67 HOLEX (412751 150),510,2.0000000,225.4744000,2.0000000,2717,Each,100000000001,MAINTCOST - Maintenance Cost,Mechanical Rotating Spares,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,511,40.0000000,0.1000000,40.0000000,2717,Pair,100000000001,MAINTCOST - Maintenance Cost,Mechanical Rotating Spares,,
Смазка пластичная универсальная WD-40 400 ml,524,2.0000000,6.7076000,2.0000000,2705,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",421,1.0000000,251.5460000,1.0000000,2709,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",526,1.0000000,251.5460000,1.0000000,2761,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Специальная одежда пиджаки,527,1.0000000,61.8183000,1.0000000,2780,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,529,1.0000000,0.1000000,1.0000000,2780,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Очки защитные,530,1.0000000,4.4675000,1.0000000,2780,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,2208,1.0000000,10.0000000,1.0000000,2780,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Спецодежда зимний,2389,1.0000000,34.4800000,1.0000000,2780,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Спецодежда зимний,2339,1.0000000,34.4800000,1.0000000,2781,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,2209,1.0000000,10.0000000,1.0000000,2781,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная одежда пиджаки,532,1.0000000,61.8183000,1.0000000,2781,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,534,1.0000000,0.1000000,1.0000000,2781,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Очки защитные,535,1.0000000,4.4675000,1.0000000,2781,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная одежда пиджаки,537,1.0000000,61.8183000,1.0000000,2782,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,757,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,539,1.0000000,0.1000000,1.0000000,2782,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,757,
